signal_date,sector,instrument,direction,score,role,horizon
2014-04-04,base_metal,AL,-1,-3.6380864046624777,absolute,single_20_skip5
2014-04-04,chemical_energy,RU,1,1.5599783610456097,strongest,single_20_skip5
2014-04-04,chemical_energy,MA,-1,-2.66473086451889,weakest,single_20_skip5
2014-04-04,ferrous,RB,-1,-2.359577102438305,absolute,single_20_skip5
2014-04-11,agriculture,JD,1,4.657050189368556,strongest,single_20_skip5
2014-04-11,agriculture,CF,-1,-4.755419224181179,weakest,single_20_skip5
2014-04-11,base_metal,AL,-1,-1.813334006621867,absolute,single_20_skip5
2014-04-11,chemical_energy,RU,1,0.5801943923549426,strongest,single_20_skip5
2014-04-11,chemical_energy,MA,-1,-2.1072115607700006,weakest,single_20_skip5
2014-04-11,ferrous,RB,-1,-1.0905156132016665,absolute,single_20_skip5
2014-04-18,agriculture,M,1,4.650596862594248,strongest,single_20_skip5
2014-04-18,agriculture,P,-1,-3.904909532598317,weakest,single_20_skip5
2014-04-18,base_metal,AL,1,0.5317689079944103,absolute,single_20_skip5
2014-04-18,chemical_energy,RU,-1,-2.48705187940824,weakest,single_20_skip5
2014-04-18,ferrous,RB,1,2.2152232475042126,absolute,single_20_skip5
2014-04-25,agriculture,JD,1,7.70339764065767,strongest,single_20_skip5
2014-04-25,agriculture,C,-1,-0.12993892568948603,weakest,single_20_skip5
2014-04-25,base_metal,AL,1,5.509552377446556,absolute,single_20_skip5
2014-04-25,chemical_energy,MA,1,1.9099426359968648,strongest,single_20_skip5
2014-04-25,chemical_energy,RU,-1,-3.3189663095749338,weakest,single_20_skip5
2014-04-25,ferrous,RB,1,0.36271110263405637,absolute,single_20_skip5
2014-04-30,agriculture,JD,1,7.351223064203162,strongest,single_20_skip5
2014-04-30,agriculture,CF,-1,-0.12465510787991407,weakest,single_20_skip5
2014-04-30,base_metal,AL,1,6.817470917946665,absolute,single_20_skip5
2014-04-30,chemical_energy,MA,1,0.1589516280285953,strongest,single_20_skip5
2014-04-30,chemical_energy,RU,-1,-5.423072825344517,weakest,single_20_skip5
2014-04-30,ferrous,RB,-1,-0.58356227974633,absolute,single_20_skip5
2014-05-09,agriculture,JD,1,7.932483237136249,strongest,single_20_skip5
2014-05-09,agriculture,SR,-1,-1.106653160867015,weakest,single_20_skip5
2014-05-09,base_metal,AL,1,2.1332232666876063,absolute,single_20_skip5
2014-05-09,chemical_energy,RU,-1,-4.93868721195026,weakest,single_20_skip5
2014-05-09,ferrous,RB,-1,-2.7372760578130766,absolute,single_20_skip5
2014-05-16,agriculture,JD,1,7.882501918309748,strongest,single_20_skip5
2014-05-16,agriculture,SR,-1,-2.786839682190447,weakest,single_20_skip5
2014-05-16,base_metal,AL,1,0.41062793125807434,absolute,single_20_skip5
2014-05-16,chemical_energy,RU,-1,-6.019383095916185,weakest,single_20_skip5
2014-05-16,ferrous,RB,-1,-6.677416895840477,absolute,single_20_skip5
2014-05-23,agriculture,JD,1,10.561903537729654,strongest,single_20_skip5
2014-05-23,agriculture,P,-1,-3.606924947730161,weakest,single_20_skip5
2014-05-23,base_metal,AL,-1,-1.6191596870994152,absolute,single_20_skip5
2014-05-23,chemical_energy,FG,-1,-6.69719784808494,weakest,single_20_skip5
2014-05-23,ferrous,RB,-1,-6.910663111515619,absolute,single_20_skip5
2014-05-30,agriculture,M,1,6.550838108480331,strongest,single_20_skip5
2014-05-30,agriculture,P,-1,-3.551984497051326,weakest,single_20_skip5
2014-05-30,base_metal,AL,-1,-0.5942610337098221,absolute,single_20_skip5
2014-05-30,chemical_energy,RU,1,1.3520435303639011,strongest,single_20_skip5
2014-05-30,chemical_energy,FG,-1,-6.105224315877339,weakest,single_20_skip5
2014-05-30,ferrous,RB,-1,-6.8061352493028,absolute,single_20_skip5
2014-06-06,agriculture,M,1,4.23637784590872,strongest,single_20_skip5
2014-06-06,agriculture,CF,-1,-5.010709142966664,weakest,single_20_skip5
2014-06-06,base_metal,AL,-1,-0.7551055310105635,absolute,single_20_skip5
2014-06-06,chemical_energy,FG,-1,-9.04436774602541,weakest,single_20_skip5
2014-06-06,ferrous,RB,-1,-4.741649820057037,absolute,single_20_skip5
2014-06-13,agriculture,M,1,2.925317876826133,strongest,single_20_skip5
2014-06-13,agriculture,CF,-1,-5.565744217127881,weakest,single_20_skip5
2014-06-13,base_metal,AL,1,2.573931409326489,absolute,single_20_skip5
2014-06-13,chemical_energy,RU,1,0.9593225104206989,strongest,single_20_skip5
2014-06-13,chemical_energy,FG,-1,-9.94910077583764,weakest,single_20_skip5
2014-06-13,ferrous,RB,-1,-3.2478767186876065,absolute,single_20_skip5
2014-06-20,agriculture,C,1,4.097097537123553,strongest,single_20_skip5
2014-06-20,agriculture,SR,-1,-6.208964923991894,weakest,single_20_skip5
2014-06-20,base_metal,AL,1,2.049379824567557,absolute,single_20_skip5
2014-06-20,chemical_energy,RU,1,0.9947186797997019,strongest,single_20_skip5
2014-06-20,chemical_energy,FG,-1,-9.73046225875325,weakest,single_20_skip5
2014-06-20,ferrous,RB,-1,-3.512876885004024,absolute,single_20_skip5
2014-06-27,agriculture,JD,1,2.5446408716121685,strongest,single_20_skip5
2014-06-27,agriculture,CF,-1,-3.445798541462443,weakest,single_20_skip5
2014-06-27,base_metal,AL,1,2.536970020512401,absolute,single_20_skip5
2014-06-27,chemical_energy,RU,1,2.6772080121913095,strongest,single_20_skip5
2014-06-27,chemical_energy,FG,-1,-5.374651414562096,weakest,single_20_skip5
2014-06-27,ferrous,RB,-1,-1.1577410193657418,absolute,single_20_skip5
2014-07-04,agriculture,JD,1,4.958235592669839,strongest,single_20_skip5
2014-07-04,agriculture,CF,-1,-3.1367148656534343,weakest,single_20_skip5
2014-07-04,base_metal,AL,1,0.6445033866354897,absolute,single_20_skip5
2014-07-04,chemical_energy,RU,1,3.804507882805123,strongest,single_20_skip5
2014-07-04,chemical_energy,FG,-1,-3.920755294403674,weakest,single_20_skip5
2014-07-04,ferrous,RB,-1,-0.8053659712738046,absolute,single_20_skip5
2014-07-11,agriculture,JD,1,3.8350537127007915,strongest,single_20_skip5
2014-07-11,agriculture,CF,-1,-4.572004572006858,weakest,single_20_skip5
2014-07-11,base_metal,AL,1,1.5884526258889902,absolute,single_20_skip5
2014-07-11,chemical_energy,MA,1,2.530743528349155,strongest,single_20_skip5
2014-07-11,chemical_energy,FG,-1,-1.6249434379296381,weakest,single_20_skip5
2014-07-11,ferrous,RB,1,0.27516357990796425,absolute,single_20_skip5
2014-07-18,agriculture,C,1,4.85957820769486,strongest,single_20_skip5
2014-07-18,agriculture,CF,-1,-7.596837631993171,weakest,single_20_skip5
2014-07-18,base_metal,AL,1,0.7964892410667874,absolute,single_20_skip5
2014-07-18,chemical_energy,FG,-1,-2.268725753063856,weakest,single_20_skip5
2014-07-18,ferrous,RB,1,3.1549371054153266,absolute,single_20_skip5
2014-07-25,agriculture,C,1,7.605808816897604,strongest,single_20_skip5
2014-07-25,agriculture,CF,-1,-6.972360922697452,weakest,single_20_skip5
2014-07-25,base_metal,AL,1,2.7678359516163877,absolute,single_20_skip5
2014-07-25,chemical_energy,RU,-1,-3.6284233357368874,weakest,single_20_skip5
2014-07-25,ferrous,RB,-1,-0.28712326428943385,absolute,single_20_skip5
2014-08-01,agriculture,C,1,6.793154290935418,strongest,single_20_skip5
2014-08-01,agriculture,M,-1,-6.436453520649492,weakest,single_20_skip5
2014-08-01,base_metal,AL,1,6.656410661990888,absolute,single_20_skip5
2014-08-01,chemical_energy,MA,-1,-5.369425779382772,weakest,single_20_skip5
2014-08-01,ferrous,RB,-1,-2.0558871737869535,absolute,single_20_skip5
2014-08-08,agriculture,C,1,11.241863356581396,strongest,single_20_skip5
2014-08-08,agriculture,CF,-1,-4.742380123172056,weakest,single_20_skip5
2014-08-08,base_metal,AL,1,3.137212338396265,absolute,single_20_skip5
2014-08-08,chemical_energy,FG,1,0.12566860569116928,strongest,single_20_skip5
2014-08-08,chemical_energy,MA,-1,-2.3923628790157516,weakest,single_20_skip5
2014-08-08,ferrous,RB,-1,-1.1805139684639054,absolute,single_20_skip5
2014-08-15,agriculture,C,1,6.84103725127514,strongest,single_20_skip5
2014-08-15,agriculture,P,-1,-4.591534795776019,weakest,single_20_skip5
2014-08-15,base_metal,AL,1,4.245911955720485,absolute,single_20_skip5
2014-08-15,chemical_energy,FG,1,2.865028384715462,strongest,single_20_skip5
2014-08-15,ferrous,RB,-1,-1.4007613763968634,absolute,single_20_skip5
2014-08-22,agriculture,C,1,7.194651267922584,strongest,single_20_skip5
2014-08-22,agriculture,P,-1,-6.852732539293662,weakest,single_20_skip5
2014-08-22,base_metal,AL,1,1.2782823489701958,absolute,single_20_skip5
2014-08-22,chemical_energy,FG,1,1.567700233075672,strongest,single_20_skip5
2014-08-22,chemical_energy,RU,-1,-2.1766418571976436,weakest,single_20_skip5
2014-08-22,ferrous,RB,-1,-0.8635938817079267,absolute,single_20_skip5
2014-08-29,agriculture,C,1,4.244683600407679,strongest,single_20_skip5
2014-08-29,agriculture,P,-1,-8.568418629095786,weakest,single_20_skip5
2014-08-29,base_metal,AL,1,1.0110264035383456,absolute,single_20_skip5
2014-08-29,chemical_energy,FG,1,4.02027205769038,strongest,single_20_skip5
2014-08-29,chemical_energy,RU,-1,-2.9380160472631416,weakest,single_20_skip5
2014-08-29,ferrous,RB,-1,-2.5591213104572152,absolute,single_20_skip5
2014-09-05,agriculture,CF,1,0.9242115716994275,strongest,single_20_skip5
2014-09-05,agriculture,P,-1,-8.9050723235153,weakest,single_20_skip5
2014-09-05,base_metal,AL,1,4.9363876469347066,absolute,single_20_skip5
2014-09-05,chemical_energy,FG,1,2.329929490042871,strongest,single_20_skip5
2014-09-05,chemical_energy,RU,-1,-6.4708110054640935,weakest,single_20_skip5
2014-09-05,ferrous,RB,-1,-6.314133200735725,absolute,single_20_skip5
2014-09-12,agriculture,C,1,1.102488213593614,strongest,single_20_skip5
2014-09-12,agriculture,P,-1,-8.089931866792059,weakest,single_20_skip5
2014-09-12,base_metal,AL,1,7.254356225353245,absolute,single_20_skip5
2014-09-12,chemical_energy,RU,-1,-6.8754665601314136,weakest,single_20_skip5
2014-09-12,ferrous,RB,-1,-13.105749396809609,absolute,single_20_skip5
2014-09-19,agriculture,CF,-1,-6.69412583947426,weakest,single_20_skip5
2014-09-19,base_metal,AL,1,3.141742393606335,absolute,single_20_skip5
2014-09-19,chemical_energy,FG,1,1.2107180490388025,strongest,single_20_skip5
2014-09-19,chemical_energy,MA,-1,-6.75372877092064,weakest,single_20_skip5
2014-09-19,ferrous,RB,-1,-7.993284947022377,absolute,single_20_skip5
2014-09-26,agriculture,M,-1,-7.479416945436083,weakest,single_20_skip5
2014-09-26,base_metal,AL,-1,-1.0794071741769082,absolute,single_20_skip5
2014-09-26,chemical_energy,MA,1,0.11080411858324579,strongest,single_20_skip5
2014-09-26,chemical_energy,RU,-1,-8.274453018945502,weakest,single_20_skip5
2014-09-26,ferrous,RB,-1,-7.603782363594831,absolute,single_20_skip5
2014-09-30,agriculture,M,-1,-7.813667503657265,weakest,single_20_skip5
2014-09-30,base_metal,AL,-1,-1.4451293845231423,absolute,single_20_skip5
2014-09-30,chemical_energy,FG,1,0.17942286282980918,strongest,single_20_skip5
2014-09-30,chemical_energy,RU,-1,-10.745048676749937,weakest,single_20_skip5
2014-09-30,ferrous,RB,-1,-8.532558687179858,absolute,single_20_skip5
2014-10-10,agriculture,P,1,0.3057196617740203,strongest,single_20_skip5
2014-10-10,agriculture,M,-1,-8.564201424031245,weakest,single_20_skip5
2014-10-10,base_metal,AL,-1,-2.6106596412908645,absolute,single_20_skip5
2014-10-10,chemical_energy,MA,1,0.8553688347580074,strongest,single_20_skip5
2014-10-10,chemical_energy,RU,-1,-7.57533477191636,weakest,single_20_skip5
2014-10-10,ferrous,RB,-1,-7.327649109670173,absolute,single_20_skip5
2014-10-17,agriculture,JD,1,1.8488997786601267,strongest,single_20_skip5
2014-10-17,agriculture,M,-1,-5.788177657900172,weakest,single_20_skip5
2014-10-17,base_metal,AL,-1,-9.361981029449769,absolute,single_20_skip5
2014-10-17,chemical_energy,RU,-1,-6.734620844345296,weakest,single_20_skip5
2014-10-17,ferrous,RB,-1,-5.138527522141857,absolute,single_20_skip5
2014-10-24,agriculture,JD,1,3.8199690537549342,strongest,single_20_skip5
2014-10-24,agriculture,M,-1,-1.8272159745203864,weakest,single_20_skip5
2014-10-24,base_metal,AL,-1,-8.009477066043509,absolute,single_20_skip5
2014-10-24,chemical_energy,RU,-1,-2.6067532378558624,weakest,single_20_skip5
2014-10-24,ferrous,RB,-1,-2.637114534249574,absolute,single_20_skip5
2014-10-31,agriculture,JD,1,6.283564539768662,strongest,single_20_skip5
2014-10-31,agriculture,P,-1,-0.27367769031268646,weakest,single_20_skip5
2014-10-31,base_metal,AL,-1,-3.3726645914168367,absolute,single_20_skip5
2014-10-31,chemical_energy,RU,1,1.8375064517553708,strongest,single_20_skip5
2014-10-31,chemical_energy,MA,-1,-5.444212275167898,weakest,single_20_skip5
2014-10-31,ferrous,RB,-1,-2.3897775293648182,absolute,single_20_skip5
2014-11-07,agriculture,M,1,7.793617682901536,strongest,single_20_skip5
2014-11-07,base_metal,AL,-1,-0.907017316467075,absolute,single_20_skip5
2014-11-07,chemical_energy,RU,1,3.3998182289025953,strongest,single_20_skip5
2014-11-07,chemical_energy,MA,-1,-5.964782510964525,weakest,single_20_skip5
2014-11-07,ferrous,RB,1,0.2697757173818732,absolute,single_20_skip5
2014-11-14,agriculture,M,1,4.901063436097,strongest,single_20_skip5
2014-11-14,agriculture,JD,-1,-0.1820938817504973,weakest,single_20_skip5
2014-11-14,base_metal,AL,1,0.35338736410344557,absolute,single_20_skip5
2014-11-14,chemical_energy,RU,1,1.0503975645497807,strongest,single_20_skip5
2014-11-14,chemical_energy,MA,-1,-6.006000198331699,weakest,single_20_skip5
2014-11-14,ferrous,RB,-1,-0.07983951880990785,absolute,single_20_skip5
2014-11-21,agriculture,C,1,4.150899296847958,strongest,single_20_skip5
2014-11-21,agriculture,CF,-1,-3.502390235937428,weakest,single_20_skip5
2014-11-21,base_metal,AL,1,0.035801238442188,absolute,single_20_skip5
2014-11-21,chemical_energy,FG,1,3.6865596172591073,strongest,single_20_skip5
2014-11-21,chemical_energy,MA,-1,-2.7439431227332336,weakest,single_20_skip5
2014-11-21,ferrous,RB,-1,-2.9568022230353574,absolute,single_20_skip5
2014-11-28,agriculture,C,1,3.486504305289749,strongest,single_20_skip5
2014-11-28,agriculture,CF,-1,-6.496654858184019,weakest,single_20_skip5
2014-11-28,base_metal,AL,-1,-0.6992519768392821,absolute,single_20_skip5
2014-11-28,chemical_energy,MA,1,1.7255320294945005,strongest,single_20_skip5
2014-11-28,chemical_energy,RU,-1,-2.8470609349048006,weakest,single_20_skip5
2014-11-28,ferrous,RB,-1,-3.358727258905995,absolute,single_20_skip5
2014-12-05,agriculture,C,1,6.050682001904584,strongest,single_20_skip5
2014-12-05,agriculture,P,-1,-3.5472183436087716,weakest,single_20_skip5
2014-12-05,base_metal,AL,-1,-2.4244215197271326,absolute,single_20_skip5
2014-12-05,chemical_energy,MA,1,2.706517181434505,strongest,single_20_skip5
2014-12-05,chemical_energy,RU,-1,-2.552315298386043,weakest,single_20_skip5
2014-12-05,ferrous,RB,-1,-0.42904529065641944,absolute,single_20_skip5
2014-12-12,agriculture,JD,1,4.59367630481603,strongest,single_20_skip5
2014-12-12,agriculture,P,-1,-4.27181243895829,weakest,single_20_skip5
2014-12-12,base_metal,AL,-1,-5.070648144035774,absolute,single_20_skip5
2014-12-12,chemical_energy,MA,1,5.3318033323598,strongest,single_20_skip5
2014-12-12,chemical_energy,RU,-1,-0.7568821178828864,weakest,single_20_skip5
2014-12-12,ferrous,RB,1,0.6045115322911538,absolute,single_20_skip5
2014-12-19,agriculture,JD,1,4.237184507891007,strongest,single_20_skip5
2014-12-19,agriculture,P,-1,-5.095323196498316,weakest,single_20_skip5
2014-12-19,base_metal,AL,-1,-3.5892120089674533,absolute,single_20_skip5
2014-12-19,chemical_energy,MA,1,0.5680749627880227,strongest,single_20_skip5
2014-12-19,chemical_energy,RU,-1,-3.2348748847405444,weakest,single_20_skip5
2014-12-19,ferrous,RB,1,1.5720413717695036,absolute,single_20_skip5
2014-12-26,agriculture,CF,1,1.2194402996834872,strongest,single_20_skip5
2014-12-26,agriculture,P,-1,-6.228503323132678,weakest,single_20_skip5
2014-12-26,base_metal,AL,-1,-6.162732499871643,absolute,single_20_skip5
2014-12-26,chemical_energy,FG,1,3.3956857602253248,strongest,single_20_skip5
2014-12-26,chemical_energy,MA,-1,-6.271263209148166,weakest,single_20_skip5
2014-12-26,ferrous,RB,1,3.567191606848843,absolute,single_20_skip5
2014-12-31,agriculture,CF,1,2.4634629947850324,strongest,single_20_skip5
2014-12-31,agriculture,P,-1,-5.7911490099495495,weakest,single_20_skip5
2014-12-31,base_metal,AL,-1,-5.774485468991665,absolute,single_20_skip5
2014-12-31,chemical_energy,FG,1,3.4658649454688573,strongest,single_20_skip5
2014-12-31,chemical_energy,MA,-1,-4.7354613336737,weakest,single_20_skip5
2014-12-31,ferrous,RB,1,1.1894637173917417,absolute,single_20_skip5
2015-01-09,agriculture,CF,1,2.6879564665499345,strongest,single_20_skip5
2015-01-09,agriculture,JD,-1,-3.2356876144185707,weakest,single_20_skip5
2015-01-09,base_metal,AL,-1,-3.3493390436516437,absolute,single_20_skip5
2015-01-09,chemical_energy,FG,1,4.803161014501317,strongest,single_20_skip5
2015-01-09,chemical_energy,MA,-1,-7.1301115220885025,weakest,single_20_skip5
2015-01-09,ferrous,RB,1,1.5562777522526179,absolute,single_20_skip5
2015-01-16,agriculture,CF,1,1.216937892467195,strongest,single_20_skip5
2015-01-16,agriculture,JD,-1,-5.615745980580165,weakest,single_20_skip5
2015-01-16,base_metal,AL,-1,-4.369915059184252,absolute,single_20_skip5
2015-01-16,chemical_energy,RU,1,4.701425202601569,strongest,single_20_skip5
2015-01-16,chemical_energy,MA,-1,-5.2345817131749515,weakest,single_20_skip5
2015-01-16,ferrous,RB,-1,-0.1350064078810158,absolute,single_20_skip5
2015-01-23,agriculture,SR,1,4.49580753747204,strongest,single_20_skip5
2015-01-23,agriculture,JD,-1,-5.039986791378151,weakest,single_20_skip5
2015-01-23,base_metal,AL,-1,-3.509002619530735,absolute,single_20_skip5
2015-01-23,chemical_energy,FG,1,1.4202626215375407,strongest,single_20_skip5
2015-01-23,chemical_energy,MA,-1,-2.71826690370714,weakest,single_20_skip5
2015-01-23,ferrous,RB,-1,-0.6288410218198942,absolute,single_20_skip5
2015-01-30,agriculture,SR,1,7.914122529889204,strongest,single_20_skip5
2015-01-30,agriculture,JD,-1,-5.01985815751471,weakest,single_20_skip5
2015-01-30,base_metal,AL,-1,-3.186813598674453,absolute,single_20_skip5
2015-01-30,chemical_energy,RU,1,2.6420733781060104,strongest,single_20_skip5
2015-01-30,chemical_energy,MA,-1,-0.8941004595950406,weakest,single_20_skip5
2015-01-30,ferrous,RB,-1,-0.27939647285510827,absolute,single_20_skip5
2015-02-06,agriculture,C,1,8.418729120241368,strongest,single_20_skip5
2015-02-06,agriculture,P,-1,-9.319617580624513,weakest,single_20_skip5
2015-02-06,base_metal,AL,-1,-2.8954546426336294,absolute,single_20_skip5
2015-02-06,chemical_energy,FG,-1,-4.218916508486066,weakest,single_20_skip5
2015-02-06,ferrous,RB,-1,-2.7581401929212537,absolute,single_20_skip5
2015-02-13,agriculture,C,1,7.14944721613125,strongest,single_20_skip5
2015-02-13,agriculture,M,-1,-3.158205225333556,weakest,single_20_skip5
2015-02-13,base_metal,AL,1,3.6861865295605574,absolute,single_20_skip5
2015-02-13,chemical_energy,MA,1,3.58510038720578,strongest,single_20_skip5
2015-02-13,chemical_energy,FG,-1,-2.4705072511351784,weakest,single_20_skip5
2015-02-13,ferrous,RB,-1,-2.168374481774707,absolute,single_20_skip5
2015-02-17,agriculture,C,1,8.095345148749654,strongest,single_20_skip5
2015-02-17,agriculture,M,-1,-1.6577629197857342,weakest,single_20_skip5
2015-02-17,base_metal,AL,1,2.7407403398019876,absolute,single_20_skip5
2015-02-17,chemical_energy,MA,1,6.776718903862192,strongest,single_20_skip5
2015-02-17,ferrous,RB,-1,-0.9114545387657979,absolute,single_20_skip5
2015-02-27,agriculture,C,1,7.396521285833154,strongest,single_20_skip5
2015-02-27,agriculture,JD,-1,-0.8582483741900185,weakest,single_20_skip5
2015-02-27,base_metal,AL,1,1.795487335446495,absolute,single_20_skip5
2015-02-27,chemical_energy,MA,1,6.911979936417064,strongest,single_20_skip5
2015-02-27,ferrous,RB,1,0.17951340879895009,absolute,single_20_skip5
2015-03-06,agriculture,M,1,8.906150294772258,strongest,single_20_skip5
2015-03-06,base_metal,AL,1,0.466096842977563,absolute,single_20_skip5
2015-03-06,chemical_energy,MA,1,7.788813484558517,strongest,single_20_skip5
2015-03-06,ferrous,RB,-1,-0.7508826647752698,absolute,single_20_skip5
2015-03-13,agriculture,C,1,5.560347925345507,strongest,single_20_skip5
2015-03-13,base_metal,AL,1,0.6880813968200078,absolute,single_20_skip5
2015-03-13,chemical_energy,MA,1,10.205194433843756,strongest,single_20_skip5
2015-03-13,ferrous,RB,-1,-3.3799111796707746,absolute,single_20_skip5
2015-03-20,agriculture,C,1,4.703898510565788,strongest,single_20_skip5
2015-03-20,agriculture,CF,-1,-0.9656117279016875,weakest,single_20_skip5
2015-03-20,base_metal,AL,-1,-2.8659512313439923,absolute,single_20_skip5
2015-03-20,chemical_energy,MA,1,5.749870366122183,strongest,single_20_skip5
2015-03-20,chemical_energy,RU,-1,-1.1209584363117306,weakest,single_20_skip5
2015-03-20,ferrous,RB,-1,-2.7388579522716374,absolute,single_20_skip5
2015-03-27,agriculture,C,1,1.6429025054362154,strongest,single_20_skip5
2015-03-27,agriculture,CF,-1,-4.985576465790666,weakest,single_20_skip5
2015-03-27,base_metal,AL,1,1.4639544085376386,absolute,single_20_skip5
2015-03-27,chemical_energy,MA,1,1.9482133102718933,strongest,single_20_skip5
2015-03-27,chemical_energy,RU,-1,-2.6776117604308327,weakest,single_20_skip5
2015-03-27,ferrous,RB,-1,-3.8375604332362223,absolute,single_20_skip5
2015-04-03,agriculture,SR,1,2.175824033067427,strongest,single_20_skip5
2015-04-03,agriculture,JD,-1,-4.999302581613705,weakest,single_20_skip5
2015-04-03,base_metal,AL,1,4.050196476641853,absolute,single_20_skip5
2015-04-03,chemical_energy,MA,1,0.6424827578459847,strongest,single_20_skip5
2015-04-03,chemical_energy,RU,-1,-2.596043115039557,weakest,single_20_skip5
2015-04-03,ferrous,RB,-1,-1.7840735472677456,absolute,single_20_skip5
2015-04-10,agriculture,SR,1,3.79631237584441,strongest,single_20_skip5
2015-04-10,agriculture,JD,-1,-6.443291090136075,weakest,single_20_skip5
2015-04-10,base_metal,AL,1,4.989359376992762,absolute,single_20_skip5
2015-04-10,chemical_energy,MA,1,0.42478331276571274,strongest,single_20_skip5
2015-04-10,chemical_energy,FG,-1,-1.733527949786784,weakest,single_20_skip5
2015-04-10,ferrous,RB,-1,-4.974780409300984,absolute,single_20_skip5
2015-04-17,agriculture,SR,1,5.953488966698378,strongest,single_20_skip5
2015-04-17,agriculture,M,-1,-5.397256890324872,weakest,single_20_skip5
2015-04-17,base_metal,AL,1,2.239632683703123,absolute,single_20_skip5
2015-04-17,chemical_energy,RU,-1,-2.3453344400507845,weakest,single_20_skip5
2015-04-17,ferrous,RB,-1,-6.961778544679981,absolute,single_20_skip5
2015-04-24,agriculture,SR,1,9.051250413238375,strongest,single_20_skip5
2015-04-24,agriculture,JD,-1,-2.857660245389578,weakest,single_20_skip5
2015-04-24,base_metal,AL,-1,-1.2688392038997922,absolute,single_20_skip5
2015-04-24,chemical_energy,MA,1,4.30503890435828,strongest,single_20_skip5
2015-04-24,chemical_energy,FG,-1,-1.038253813832503,weakest,single_20_skip5
2015-04-24,ferrous,RB,-1,-4.43227302695272,absolute,single_20_skip5
2015-04-30,agriculture,SR,1,5.717416559760154,strongest,single_20_skip5
2015-04-30,agriculture,M,-1,-3.1021355594612063,weakest,single_20_skip5
2015-04-30,base_metal,AL,-1,-1.305398385550083,absolute,single_20_skip5
2015-04-30,chemical_energy,MA,1,2.7326869337694055,strongest,single_20_skip5
2015-04-30,chemical_energy,FG,-1,-0.2383894113957313,weakest,single_20_skip5
2015-04-30,ferrous,RB,-1,-5.198628303273413,absolute,single_20_skip5
2015-05-08,agriculture,P,1,3.910225389107276,strongest,single_20_skip5
