signal_date,sector,instrument,direction,score,role
2015-02-27,ferrous,RB,-1,-2.360305101871067,absolute
2015-03-06,agriculture,C,1,2.4229807607597853,strongest
2015-03-06,agriculture,P,-1,-1.730000453412611,weakest
2015-03-06,base_metal,AL,-1,-0.6826771700555531,absolute
2015-03-06,chemical_energy,RU,-1,-0.8735177315392003,weakest
2015-03-06,ferrous,RB,-1,-2.2210522592586055,absolute
2015-03-13,agriculture,C,1,2.4178298045353075,strongest
2015-03-13,agriculture,P,-1,-2.045973129416332,weakest
2015-03-13,base_metal,AL,-1,-0.5041921897475055,absolute
2015-03-13,chemical_energy,FG,-1,-0.9195555756387704,weakest
2015-03-13,ferrous,RB,-1,-2.208922956226856,absolute
2015-03-20,agriculture,C,1,2.240252871119758,strongest
2015-03-20,agriculture,P,-1,-2.1746907446868797,weakest
2015-03-20,base_metal,AL,-1,-0.33875879439772916,absolute
2015-03-20,chemical_energy,RU,-1,-1.1511920364640436,weakest
2015-03-20,ferrous,RB,-1,-1.9281008080520925,absolute
2015-03-27,agriculture,C,1,2.090410188351692,strongest
2015-03-27,agriculture,P,-1,-2.0014029391437216,weakest
2015-03-27,base_metal,AL,-1,-0.05215698668870266,absolute
2015-03-27,chemical_energy,RU,-1,-0.9455299977572698,weakest
2015-03-27,ferrous,RB,-1,-1.8903540754633783,absolute
2015-04-03,agriculture,C,1,1.9560270778733453,strongest
2015-04-03,agriculture,P,-1,-1.9458779379092068,weakest
2015-04-03,base_metal,AL,-1,-0.049001601023912725,absolute
2015-04-03,chemical_energy,RU,-1,-1.0384982774690894,weakest
2015-04-03,ferrous,RB,-1,-2.2966143323955124,absolute
2015-04-10,agriculture,C,1,2.0659138874879015,strongest
2015-04-10,agriculture,P,-1,-2.0000740028247166,weakest
2015-04-10,base_metal,AL,-1,-0.18536751559324519,absolute
2015-04-10,chemical_energy,RU,-1,-1.2419896253703941,weakest
2015-04-10,ferrous,RB,-1,-2.6049032829477725,absolute
2015-04-17,agriculture,C,1,1.8906994542846558,strongest
2015-04-17,agriculture,P,-1,-1.8580138123087295,weakest
2015-04-17,base_metal,AL,-1,-0.2599684732560481,absolute
2015-04-17,chemical_energy,RU,-1,-1.0024909219333373,weakest
2015-04-17,ferrous,RB,-1,-2.619176720527027,absolute
2015-04-24,agriculture,C,1,1.7534909040444961,strongest
2015-04-24,agriculture,P,-1,-1.7485917955703103,weakest
2015-04-24,base_metal,AL,-1,-0.32316652741370167,absolute
2015-04-24,chemical_energy,RU,-1,-0.6837899160850702,weakest
2015-04-24,ferrous,RB,-1,-2.301398365304306,absolute
2015-04-30,agriculture,C,1,1.638511332913454,strongest
2015-04-30,agriculture,P,-1,-1.7167145999222002,weakest
2015-04-30,base_metal,AL,-1,-0.2874423792290248,absolute
2015-04-30,chemical_energy,FG,-1,-0.3391122559223533,weakest
2015-04-30,ferrous,RB,-1,-2.1404956766213554,absolute
2015-05-08,agriculture,C,1,1.5962771344410467,strongest
2015-05-08,agriculture,P,-1,-1.4733377908119027,weakest
2015-05-08,base_metal,AL,-1,-0.2827005525065958,absolute
2015-05-08,chemical_energy,MA,-1,-0.3555880285900914,weakest
2015-05-08,ferrous,RB,-1,-2.046639098563361,absolute
2015-05-15,agriculture,C,1,1.7251894608021905,strongest
2015-05-15,agriculture,CF,-1,-1.3213532133918595,weakest
2015-05-15,base_metal,AL,-1,-0.11164005567269077,absolute
2015-05-15,chemical_energy,MA,-1,-0.1965217432758134,weakest
2015-05-15,ferrous,RB,-1,-1.9846589580254808,absolute
2015-05-22,agriculture,C,1,1.681192403196644,strongest
2015-05-22,agriculture,CF,-1,-1.4210736793296292,weakest
2015-05-22,base_metal,AL,-1,-0.2338695346297269,absolute
2015-05-22,chemical_energy,RU,-1,-0.2676837026611574,weakest
2015-05-22,ferrous,RB,-1,-1.9189520471701083,absolute
2015-05-29,agriculture,C,1,1.3166357417867558,strongest
2015-05-29,agriculture,M,-1,-1.779025271534093,weakest
2015-05-29,base_metal,AL,-1,-0.27608350264570736,absolute
2015-05-29,chemical_energy,FG,1,0.14397484639585903,strongest
2015-05-29,chemical_energy,MA,-1,-0.12035358697984047,weakest
2015-05-29,ferrous,RB,-1,-1.7871411011735672,absolute
2015-06-05,agriculture,SR,1,0.41064584710994895,strongest
2015-06-05,agriculture,M,-1,-1.802131436237925,weakest
2015-06-05,base_metal,AL,-1,-0.5798105407294455,absolute
2015-06-05,chemical_energy,FG,1,0.29277334364271823,strongest
2015-06-05,chemical_energy,MA,-1,-0.25102707975697536,weakest
2015-06-05,ferrous,RB,-1,-1.9219114460867652,absolute
2015-06-12,agriculture,C,1,0.46679630405517575,strongest
2015-06-12,agriculture,M,-1,-1.7234601344611344,weakest
2015-06-12,base_metal,AL,-1,-0.787554158823854,absolute
2015-06-12,chemical_energy,FG,1,0.48872276141554283,strongest
2015-06-12,chemical_energy,RU,-1,-0.2982867636155279,weakest
2015-06-12,ferrous,RB,-1,-1.9439988671797162,absolute
2015-06-19,agriculture,C,1,0.4895866852794039,strongest
2015-06-19,agriculture,M,-1,-1.7037867173970023,weakest
2015-06-19,base_metal,AL,-1,-0.8874457015943593,absolute
2015-06-19,chemical_energy,FG,1,0.5323953798890272,strongest
2015-06-19,chemical_energy,RU,-1,-0.3989059739472083,weakest
2015-06-19,ferrous,RB,-1,-1.942818151093771,absolute
2015-06-26,agriculture,C,1,0.4184211349549159,strongest
2015-06-26,agriculture,M,-1,-1.5738636650641769,weakest
2015-06-26,base_metal,AL,-1,-0.8509620344332973,absolute
2015-06-26,chemical_energy,FG,1,0.5958270021261322,strongest
2015-06-26,chemical_energy,RU,-1,-0.5346747410155838,weakest
2015-06-26,ferrous,RB,-1,-1.9766704254275547,absolute
2015-07-03,agriculture,C,1,0.46702144003960594,strongest
2015-07-03,agriculture,M,-1,-1.303528553671517,weakest
2015-07-03,base_metal,AL,-1,-0.9477759887635074,absolute
2015-07-03,chemical_energy,FG,1,0.3506471469983443,strongest
2015-07-03,chemical_energy,RU,-1,-0.8103964879843113,weakest
2015-07-03,ferrous,RB,-1,-2.4531716398995944,absolute
2015-07-10,agriculture,C,1,0.1986612961306722,strongest
2015-07-10,agriculture,P,-1,-1.153740813304543,weakest
2015-07-10,base_metal,AL,-1,-1.1211461300238719,absolute
2015-07-10,chemical_energy,FG,1,0.2179683315238314,strongest
2015-07-10,chemical_energy,RU,-1,-0.9229306363605342,weakest
2015-07-10,ferrous,RB,-1,-2.4610494229210698,absolute
2015-07-17,agriculture,SR,1,0.14198785518161852,strongest
2015-07-17,agriculture,P,-1,-1.3047436192683655,weakest
2015-07-17,base_metal,AL,-1,-1.0345073039115618,absolute
2015-07-17,chemical_energy,FG,1,0.30619286657100014,strongest
2015-07-17,chemical_energy,RU,-1,-0.6871254281049862,weakest
2015-07-17,ferrous,RB,-1,-2.502150387317918,absolute
2015-07-24,agriculture,SR,1,0.04469037934754717,strongest
2015-07-24,agriculture,P,-1,-1.1327147058606277,weakest
2015-07-24,base_metal,AL,-1,-1.3325899310189415,absolute
2015-07-24,chemical_energy,FG,1,0.1602211072809326,strongest
2015-07-24,chemical_energy,RU,-1,-0.8994729890385068,weakest
2015-07-24,ferrous,RB,-1,-2.501611785180452,absolute
2015-07-31,agriculture,SR,1,0.1367050325883965,strongest
2015-07-31,agriculture,P,-1,-1.1685289178541214,weakest
2015-07-31,base_metal,AL,-1,-1.5524100926929914,absolute
2015-07-31,chemical_energy,FG,1,0.2641256911987723,strongest
2015-07-31,chemical_energy,RU,-1,-0.9825869666768179,weakest
2015-07-31,ferrous,RB,-1,-2.2068622462259793,absolute
2015-08-07,agriculture,P,-1,-1.3751721588347026,weakest
2015-08-07,base_metal,AL,-1,-1.8158290516295736,absolute
2015-08-07,chemical_energy,FG,1,0.32484093649947476,strongest
2015-08-07,chemical_energy,RU,-1,-1.1563161074650625,weakest
2015-08-07,ferrous,RB,-1,-2.364357981247075,absolute
2015-08-14,agriculture,SR,1,0.24321913194370165,strongest
2015-08-14,agriculture,P,-1,-1.3159560727966366,weakest
2015-08-14,base_metal,AL,-1,-1.6772412479391758,absolute
2015-08-14,chemical_energy,FG,1,0.37969789584715147,strongest
2015-08-14,chemical_energy,RU,-1,-1.044919567161459,weakest
2015-08-14,ferrous,RB,-1,-2.3864625395999126,absolute
2015-08-21,agriculture,SR,1,0.39976000908474235,strongest
2015-08-21,agriculture,CF,-1,-1.3706796323960007,weakest
2015-08-21,base_metal,AL,-1,-1.7725239958225107,absolute
2015-08-21,chemical_energy,FG,1,0.5838550703002315,strongest
2015-08-21,chemical_energy,MA,-1,-0.9933598881816319,weakest
2015-08-21,ferrous,RB,-1,-2.34970596225882,absolute
2015-08-28,agriculture,SR,1,0.47338994855009325,strongest
2015-08-28,agriculture,CF,-1,-1.2680014895095812,weakest
2015-08-28,base_metal,AL,-1,-1.9870325993442484,absolute
2015-08-28,chemical_energy,FG,1,0.11429043849294446,strongest
2015-08-28,chemical_energy,RU,-1,-1.0562489342273498,weakest
2015-08-28,ferrous,RB,-1,-2.328398670991631,absolute
2015-09-02,agriculture,SR,1,0.360169952375916,strongest
2015-09-02,agriculture,C,-1,-1.2850082342568798,weakest
2015-09-02,base_metal,AL,-1,-2.070384426763485,absolute
2015-09-02,chemical_energy,RU,-1,-1.095035808134348,weakest
2015-09-02,ferrous,RB,-1,-2.3625284784312743,absolute
2015-09-11,agriculture,SR,1,0.5471116862428531,strongest
2015-09-11,agriculture,C,-1,-1.211744981240132,weakest
2015-09-11,base_metal,AL,-1,-2.3228831701955888,absolute
2015-09-11,chemical_energy,FG,1,0.2294066408129061,strongest
2015-09-11,chemical_energy,MA,-1,-0.9108268752548969,weakest
2015-09-11,ferrous,RB,-1,-2.228260359179484,absolute
2015-09-18,agriculture,SR,1,0.6369809621828251,strongest
2015-09-18,agriculture,C,-1,-1.5120404041692448,weakest
2015-09-18,base_metal,AL,-1,-2.1589846083240207,absolute
2015-09-18,chemical_energy,FG,1,0.3438530813228509,strongest
2015-09-18,chemical_energy,MA,-1,-0.9600827408650726,weakest
2015-09-18,ferrous,RB,-1,-2.0283575447409317,absolute
2015-09-25,agriculture,SR,1,0.8330954031519369,strongest
2015-09-25,agriculture,C,-1,-1.4911069293098638,weakest
2015-09-25,base_metal,AL,-1,-2.1959917098290753,absolute
2015-09-25,chemical_energy,MA,-1,-1.0373698758794834,weakest
2015-09-25,ferrous,RB,-1,-2.1696754755636185,absolute
2015-09-30,agriculture,SR,1,1.067754318981684,strongest
2015-09-30,agriculture,C,-1,-1.6226687880403525,weakest
2015-09-30,base_metal,AL,-1,-2.0368411137108735,absolute
2015-09-30,chemical_energy,MA,-1,-1.1183904104527413,weakest
2015-09-30,ferrous,RB,-1,-1.9678577942366162,absolute
2015-10-09,agriculture,SR,1,1.1070710598883036,strongest
2015-10-09,agriculture,C,-1,-1.5964951338634503,weakest
2015-10-09,base_metal,AL,-1,-2.149830553798724,absolute
2015-10-09,chemical_energy,MA,-1,-0.8212402009543203,weakest
2015-10-09,ferrous,RB,-1,-1.8870948019713898,absolute
2015-10-16,agriculture,SR,1,0.6684257235862964,strongest
2015-10-16,agriculture,C,-1,-1.5098656045952235,weakest
2015-10-16,base_metal,AL,-1,-2.3271029792216615,absolute
2015-10-16,chemical_energy,FG,1,0.09431891825161262,strongest
2015-10-16,chemical_energy,MA,-1,-0.8739379274023616,weakest
2015-10-16,ferrous,RB,-1,-1.7487779493475213,absolute
2015-10-23,agriculture,SR,1,0.5769309597471062,strongest
2015-10-23,agriculture,JD,-1,-1.6090106492979732,weakest
2015-10-23,base_metal,AL,-1,-2.6149294971927413,absolute
2015-10-23,chemical_energy,FG,1,0.34659087635354086,strongest
2015-10-23,chemical_energy,MA,-1,-0.8423904258604042,weakest
2015-10-23,ferrous,RB,-1,-2.201197046497518,absolute
2015-10-30,agriculture,SR,1,0.4607370138766319,strongest
2015-10-30,agriculture,JD,-1,-1.6999272526549114,weakest
2015-10-30,base_metal,AL,-1,-2.77571343041822,absolute
2015-10-30,chemical_energy,FG,1,0.42763935632838496,strongest
2015-10-30,chemical_energy,MA,-1,-0.8658769399692208,weakest
2015-10-30,ferrous,RB,-1,-2.090977873086018,absolute
2015-11-06,agriculture,SR,1,0.4526038470458325,strongest
2015-11-06,agriculture,JD,-1,-1.5608697603504291,weakest
2015-11-06,base_metal,AL,-1,-2.638493130721609,absolute
2015-11-06,chemical_energy,FG,1,0.3031237251266444,strongest
2015-11-06,chemical_energy,RU,-1,-0.9716378848948969,weakest
2015-11-06,ferrous,RB,-1,-2.168024362501878,absolute
2015-11-13,agriculture,SR,1,0.5953012771900186,strongest
2015-11-13,agriculture,JD,-1,-1.2967424418409894,weakest
2015-11-13,base_metal,AL,-1,-2.907884714744164,absolute
2015-11-13,chemical_energy,FG,1,0.45260896441362103,strongest
2015-11-13,chemical_energy,MA,-1,-0.5873941518355045,weakest
2015-11-13,ferrous,RB,-1,-2.0841100903036,absolute
2015-11-20,agriculture,SR,1,0.23214352376325822,strongest
2015-11-20,agriculture,P,-1,-1.5507542202071771,weakest
2015-11-20,base_metal,AL,-1,-2.9850452930387252,absolute
2015-11-20,chemical_energy,FG,1,0.09421787670586289,strongest
2015-11-20,chemical_energy,RU,-1,-0.9126155870048999,weakest
2015-11-20,ferrous,RB,-1,-2.338147283317364,absolute
2015-11-27,agriculture,SR,1,0.6136807750440159,strongest
2015-11-27,agriculture,JD,-1,-1.571013825136753,weakest
2015-11-27,base_metal,AL,-1,-2.502870558983444,absolute
2015-11-27,chemical_energy,FG,1,0.4117560933386419,strongest
2015-11-27,chemical_energy,MA,-1,-0.8025761970965833,weakest
2015-11-27,ferrous,RB,-1,-2.196905158745782,absolute
2015-12-04,agriculture,SR,1,0.5765089197168709,strongest
2015-12-04,agriculture,JD,-1,-1.3522013829657282,weakest
2015-12-04,base_metal,AL,-1,-2.549714698965285,absolute
2015-12-04,chemical_energy,FG,1,0.44081163078580476,strongest
2015-12-04,chemical_energy,MA,-1,-1.009518848803628,weakest
2015-12-04,ferrous,RB,-1,-2.2037624926659607,absolute
2015-12-11,agriculture,SR,1,0.7713674928094745,strongest
2015-12-11,agriculture,JD,-1,-1.758465166820108,weakest
2015-12-11,base_metal,AL,-1,-1.9647407794426839,absolute
2015-12-11,chemical_energy,FG,1,0.40858243952377754,strongest
2015-12-11,chemical_energy,MA,-1,-1.1644854347227123,weakest
2015-12-11,ferrous,RB,-1,-2.4612039698117845,absolute
2015-12-18,agriculture,SR,1,0.6192266789825178,strongest
2015-12-18,agriculture,JD,-1,-1.8672650723492585,weakest
2015-12-18,base_metal,AL,-1,-1.931238602417902,absolute
2015-12-18,chemical_energy,FG,1,0.43161012840504287,strongest
2015-12-18,chemical_energy,MA,-1,-0.820539923064942,weakest
2015-12-18,ferrous,RB,-1,-2.404256663444869,absolute
2015-12-25,agriculture,SR,1,0.9094553313266883,strongest
2015-12-25,agriculture,JD,-1,-1.61898564116456,weakest
2015-12-25,base_metal,AL,-1,-1.7057045427182909,absolute
2015-12-25,chemical_energy,FG,1,0.3681697160569567,strongest
2015-12-25,chemical_energy,MA,-1,-0.4210513500548798,weakest
2015-12-25,ferrous,RB,-1,-2.2749420389081663,absolute
2015-12-31,agriculture,SR,1,0.9239022554048428,strongest
2015-12-31,agriculture,JD,-1,-1.569819457253103,weakest
2015-12-31,base_metal,AL,-1,-1.6502992127298477,absolute
2015-12-31,chemical_energy,FG,1,0.4380635673928104,strongest
2015-12-31,chemical_energy,RU,-1,-0.3023965856963798,weakest
2015-12-31,ferrous,RB,-1,-1.995667004479307,absolute
2016-01-08,agriculture,SR,1,0.7298692587382601,strongest
2016-01-08,agriculture,CF,-1,-1.737396922556791,weakest
2016-01-08,base_metal,AL,-1,-1.6198187378365494,absolute
2016-01-08,chemical_energy,FG,1,0.11359026139505929,strongest
2016-01-08,chemical_energy,RU,-1,-0.7727494961780205,weakest
2016-01-08,ferrous,RB,-1,-2.501500133971404,absolute
2016-01-15,agriculture,SR,1,0.4957867826158911,strongest
2016-01-15,agriculture,CF,-1,-1.689409982677876,weakest
2016-01-15,base_metal,AL,-1,-1.4956571832897116,absolute
2016-01-15,chemical_energy,FG,1,0.13764783158890717,strongest
2016-01-15,chemical_energy,RU,-1,-0.8283991925564879,weakest
2016-01-15,ferrous,RB,-1,-2.414701856585432,absolute
2016-01-22,agriculture,SR,1,0.5220707106826148,strongest
2016-01-22,agriculture,CF,-1,-1.4194675383788025,weakest
2016-01-22,base_metal,AL,-1,-1.4182058236143351,absolute
2016-01-22,chemical_energy,FG,1,0.41842457138997774,strongest
2016-01-22,chemical_energy,RU,-1,-0.49083237463646884,weakest
2016-01-22,ferrous,RB,-1,-2.1453772602026957,absolute
2016-01-29,agriculture,SR,1,0.11004832372020293,strongest
2016-01-29,agriculture,CF,-1,-1.5056710789966399,weakest
2016-01-29,base_metal,AL,-1,-1.454553120762631,absolute
2016-01-29,chemical_energy,FG,1,0.4061437401399193,strongest
2016-01-29,chemical_energy,RU,-1,-0.718337022861721,weakest
2016-01-29,ferrous,RB,-1,-2.0490688553867455,absolute
2016-02-05,agriculture,SR,1,0.16882082089505338,strongest
2016-02-05,agriculture,CF,-1,-1.8035560303780842,weakest
2016-02-05,base_metal,AL,-1,-1.3824088952128164,absolute
2016-02-05,chemical_energy,FG,1,0.4725615610614353,strongest
2016-02-05,chemical_energy,RU,-1,-0.7033298473997166,weakest
2016-02-05,ferrous,RB,-1,-2.059331900548387,absolute
2016-02-19,agriculture,SR,1,0.08794989100573636,strongest
2016-02-19,agriculture,CF,-1,-1.834265463552471,weakest
2016-02-19,base_metal,AL,-1,-1.4862239253820049,absolute
2016-02-19,chemical_energy,FG,1,0.6479242724452318,strongest
2016-02-19,chemical_energy,RU,-1,-0.6363556552405067,weakest
2016-02-19,ferrous,RB,-1,-1.8119079311039887,absolute
2016-02-26,agriculture,CF,-1,-2.128290106395634,weakest
2016-02-26,base_metal,AL,-1,-1.201749943529849,absolute
2016-02-26,chemical_energy,FG,1,0.6702821108469232,strongest
2016-02-26,chemical_energy,RU,-1,-0.806606550213363,weakest
2016-02-26,ferrous,RB,-1,-1.7628991912959504,absolute
2016-03-04,agriculture,SR,1,0.095688855316415,strongest
2016-03-04,agriculture,CF,-1,-2.202456360446365,weakest
2016-03-04,base_metal,AL,-1,-1.1002183311044194,absolute
2016-03-04,chemical_energy,FG,1,0.5805305081143184,strongest
2016-03-04,chemical_energy,RU,-1,-0.7200928809601013,weakest
2016-03-04,ferrous,RB,-1,-1.6302355674434577,absolute
2016-03-11,agriculture,SR,1,0.01522655472745872,strongest
2016-03-11,agriculture,CF,-1,-2.0223046215311995,weakest
2016-03-11,base_metal,AL,-1,-1.1039466872292167,absolute
2016-03-11,chemical_energy,FG,1,0.8361124161544504,strongest
2016-03-11,chemical_energy,MA,-1,-0.6328074646656158,weakest
2016-03-11,ferrous,RB,-1,-1.1142434406116857,absolute
2016-03-18,agriculture,SR,1,0.17882049474182918,strongest
2016-03-18,agriculture,CF,-1,-1.8021114323017404,weakest
2016-03-18,base_metal,AL,-1,-1.1524123475073853,absolute
2016-03-18,chemical_energy,FG,1,0.930350022362235,strongest
2016-03-18,chemical_energy,MA,-1,-0.541260423366574,weakest
2016-03-18,ferrous,RB,-1,-0.8367195111179331,absolute
2016-03-25,agriculture,SR,1,0.2811399412839153,strongest
2016-03-25,agriculture,CF,-1,-1.6356341199594313,weakest
2016-03-25,base_metal,AL,-1,-1.102364426693442,absolute
2016-03-25,chemical_energy,FG,1,0.6586137641790306,strongest
2016-03-25,chemical_energy,MA,-1,-0.37822425266007986,weakest
2016-03-25,ferrous,RB,-1,-0.6348502510875745,absolute
2016-04-01,agriculture,P,1,0.31810341723969837,strongest
2016-04-01,agriculture,C,-1,-1.8176524675013903,weakest
2016-04-01,base_metal,AL,-1,-0.9774464781425188,absolute
2016-04-01,chemical_energy,FG,1,0.6194187335137536,strongest
2016-04-01,chemical_energy,MA,-1,-0.7130959990164182,weakest
2016-04-01,ferrous,RB,-1,-0.6295962949746647,absolute
2016-04-01,government_bond,T,1,0.816231807819879,absolute
2016-04-08,agriculture,P,1,0.2954562717742224,strongest
2016-04-08,agriculture,C,-1,-1.7445693259216135,weakest
2016-04-08,base_metal,AL,-1,-1.163844432053878,absolute
2016-04-08,chemical_energy,FG,1,0.7854775596586583,strongest
2016-04-08,chemical_energy,MA,-1,-0.7549728313711873,weakest
2016-04-08,ferrous,RB,-1,-0.39990496779702356,absolute
2016-04-08,government_bond,T,1,0.8424623471763119,absolute
2016-04-15,agriculture,P,1,0.3533466708312935,strongest
2016-04-15,agriculture,C,-1,-1.5698731045349361,weakest
2016-04-15,base_metal,AL,-1,-0.8790816425504221,absolute
2016-04-15,chemical_energy,FG,1,1.205458708993447,strongest
2016-04-15,chemical_energy,MA,-1,-0.6064685118178859,weakest
2016-04-15,ferrous,RB,1,0.05712076287710535,absolute
2016-04-15,government_bond,T,1,0.9889146291324213,absolute
2016-04-22,agriculture,P,1,0.421520387286919,strongest
2016-04-22,agriculture,C,-1,-1.1475088698168232,weakest
2016-04-22,base_metal,AL,-1,-0.2862849190856749,absolute
2016-04-22,chemical_energy,FG,1,1.2605657397771393,strongest
2016-04-22,chemical_energy,MA,-1,-0.7904473005314882,weakest
2016-04-22,ferrous,RB,1,0.6084799448137763,absolute
2016-04-22,government_bond,T,1,0.780343552516986,absolute
2016-04-29,agriculture,P,1,0.03734593207445976,strongest
2016-04-29,agriculture,C,-1,-1.3221688060229966,weakest
2016-04-29,base_metal,AL,-1,-0.3499100831123137,absolute
2016-04-29,chemical_energy,FG,1,0.9808906182546523,strongest
2016-04-29,chemical_energy,MA,-1,-0.6981376361688142,weakest
2016-04-29,ferrous,RB,1,0.5132935355921316,absolute
2016-04-29,government_bond,T,1,0.5676228978936229,absolute
2016-05-06,agriculture,C,-1,-1.2248123111404232,weakest
2016-05-06,base_metal,AL,-1,-0.5979804087756481,absolute
2016-05-06,chemical_energy,FG,1,0.5930809737460473,strongest
2016-05-06,chemical_energy,MA,-1,-0.9702909407646897,weakest
2016-05-06,ferrous,RB,1,0.021794544888299277,absolute
2016-05-06,government_bond,T,1,0.5875092267068782,absolute
2016-05-13,agriculture,M,1,0.1308532255602708,strongest
2016-05-13,agriculture,C,-1,-1.1745621918909048,weakest
2016-05-13,base_metal,AL,-1,-0.832728939878154,absolute
2016-05-13,chemical_energy,FG,1,0.5382949199083477,strongest
2016-05-13,chemical_energy,RU,-1,-1.1571643398103035,weakest
2016-05-13,ferrous,RB,-1,-0.6259049583525542,absolute
2016-05-13,government_bond,T,1,0.8904838474160568,absolute
2016-05-20,agriculture,M,1,0.43750540762049034,strongest
2016-05-20,agriculture,C,-1,-1.198952108233908,weakest
2016-05-20,base_metal,AL,-1,-0.5423399270127301,absolute
2016-05-20,chemical_energy,FG,1,0.6519418463441009,strongest
2016-05-20,chemical_energy,RU,-1,-1.1390385455608867,weakest
2016-05-20,ferrous,RB,-1,-0.4890081306137664,absolute
2016-05-20,government_bond,T,1,0.8520038824799406,absolute
2016-05-27,agriculture,M,1,0.5902150525241313,strongest
2016-05-27,agriculture,C,-1,-1.1010286138643395,weakest
2016-05-27,base_metal,AL,-1,-0.6092953356284292,absolute
2016-05-27,chemical_energy,FG,1,0.7358555944493143,strongest
2016-05-27,chemical_energy,RU,-1,-1.1158760793493478,weakest
2016-05-27,ferrous,RB,-1,-0.4915970183088846,absolute
2016-05-27,government_bond,T,1,0.9477773315198765,absolute
2016-06-03,agriculture,M,1,0.9533633726737163,strongest
2016-06-03,agriculture,C,-1,-0.7556807199979839,weakest
2016-06-03,base_metal,AL,-1,-0.6073723601074584,absolute
2016-06-03,chemical_energy,FG,1,0.7964222419469208,strongest
2016-06-03,chemical_energy,RU,-1,-1.4014768506863673,weakest
2016-06-03,ferrous,RB,-1,-0.5821562190426883,absolute
2016-06-03,government_bond,T,1,1.3476923422375016,absolute
2016-06-08,agriculture,M,1,1.1681717445654054,strongest
2016-06-08,agriculture,C,-1,-0.773082053331601,weakest
2016-06-08,base_metal,AL,-1,-0.609080979308098,absolute
2016-06-08,chemical_energy,FG,1,0.7427846732230229,strongest
2016-06-08,chemical_energy,RU,-1,-1.4354573712610477,weakest
2016-06-08,ferrous,RB,-1,-0.4277959984826114,absolute
2016-06-08,government_bond,T,1,1.379792250332921,absolute
2016-06-17,agriculture,M,1,1.1692878873416128,strongest
2016-06-17,agriculture,C,-1,-0.5595781272664361,weakest
2016-06-17,base_metal,AL,-1,-0.4360878798611288,absolute
2016-06-17,chemical_energy,FG,1,0.6635747715540534,strongest
2016-06-17,chemical_energy,RU,-1,-1.1434570904896157,weakest
2016-06-17,ferrous,RB,-1,-0.39908174949020425,absolute
2016-06-17,government_bond,T,1,1.454025597884277,absolute
2016-06-24,agriculture,M,1,1.2275788157003003,strongest
2016-06-24,agriculture,C,-1,-0.6929160047107651,weakest
2016-06-24,base_metal,AL,-1,-0.20167577305031284,absolute
2016-06-24,chemical_energy,FG,1,0.8147692587833791,strongest
2016-06-24,chemical_energy,RU,-1,-1.1032956000278147,weakest
2016-06-24,ferrous,RB,-1,-0.16330807867605945,absolute
2016-06-24,government_bond,T,1,1.7003236667028159,absolute
2016-07-01,agriculture,M,1,1.4763737885825592,strongest
2016-07-01,agriculture,C,-1,-0.6849488205672163,weakest
2016-07-01,base_metal,AL,1,0.07405758142120165,absolute
2016-07-01,chemical_energy,FG,1,1.298266264753413,strongest
2016-07-01,chemical_energy,RU,-1,-0.8560248723547271,weakest
2016-07-01,ferrous,RB,1,0.19329477874305262,absolute
