date,instrument,score
2015-09-18,SC,
2015-09-18,SP,
2015-09-18,SR,0.6369809621828251
2015-09-18,T,
2015-09-18,UR,
2015-09-21,AL,-2.1964021223941788
2015-09-21,AP,
2015-09-21,C,-1.37961947428149
2015-09-21,CF,-0.9012254038264301
2015-09-21,FG,0.24319201350852393
2015-09-21,JD,-0.955223576536093
2015-09-21,LH,
2015-09-21,M,-0.4527982761290723
2015-09-21,MA,-0.9114054982794524
2015-09-21,P,-1.0853261554657767
2015-09-21,RB,-2.0183138741319753
2015-09-21,RU,-0.6214385423345121
2015-09-21,SC,
2015-09-21,SP,
2015-09-21,SR,0.7427592845568806
2015-09-21,T,
2015-09-21,UR,
2015-09-22,AL,-2.240610695133354
2015-09-22,AP,
2015-09-22,C,-1.5124669149855328
2015-09-22,CF,-0.8884221793397161
2015-09-22,FG,0.14715492702803815
2015-09-22,JD,-1.1148442652847763
2015-09-22,LH,
2015-09-22,M,-0.5232776904485767
2015-09-22,MA,-0.8595191451211011
2015-09-22,P,-1.1422421696035487
2015-09-22,RB,-2.1243668096447155
2015-09-22,RU,-0.6912970161592171
2015-09-22,SC,
2015-09-22,SP,
2015-09-22,SR,0.7147458569702143
2015-09-22,T,
2015-09-22,UR,
2015-09-23,AL,-2.1958707043745087
2015-09-23,AP,
2015-09-23,C,-1.5076045732214014
2015-09-23,CF,-0.9190304355933531
2015-09-23,FG,0.0341762155371278
2015-09-23,JD,-1.145723496656676
2015-09-23,LH,
2015-09-23,M,-0.49566826893587845
2015-09-23,MA,-0.8613421977980109
2015-09-23,P,-1.1724974706052713
2015-09-23,RB,-2.1858036469506414
2015-09-23,RU,-0.705092983760376
2015-09-23,SC,
2015-09-23,SP,
2015-09-23,SR,0.7875865482314572
2015-09-23,T,
2015-09-23,UR,
2015-09-24,AL,-2.1219241707273078
2015-09-24,AP,
2015-09-24,C,-1.471022035350448
2015-09-24,CF,-0.8543959392200677
2015-09-24,FG,-0.10174443470303145
2015-09-24,JD,-1.126748318658365
2015-09-24,LH,
2015-09-24,M,-0.5337920195575798
2015-09-24,MA,-0.9980366305912177
2015-09-24,P,-1.038315005328493
2015-09-24,RB,-2.128268808696654
2015-09-24,RU,-0.6968541447714027
2015-09-24,SC,
2015-09-24,SP,
2015-09-24,SR,0.8704960691607846
2015-09-24,T,
2015-09-24,UR,
2015-09-25,AL,-2.1959917098290753
2015-09-25,AP,
2015-09-25,C,-1.4911069293098638
2015-09-25,CF,-1.066445029764699
2015-09-25,FG,-0.12440309376556928
2015-09-25,JD,-1.1718285805095046
2015-09-25,LH,
2015-09-25,M,-0.5458731087649179
2015-09-25,MA,-1.0373698758794834
2015-09-25,P,-0.9516966323442413
2015-09-25,RB,-2.1696754755636185
2015-09-25,RU,-0.660481306195656
2015-09-25,SC,
2015-09-25,SP,
2015-09-25,SR,0.8330954031519369
2015-09-25,T,
2015-09-25,UR,
2015-09-28,AL,-2.1441422838449475
2015-09-28,AP,
2015-09-28,C,-1.4776237334340119
2015-09-28,CF,-0.9981959358775048
2015-09-28,FG,-0.09616676132522042
2015-09-28,JD,-1.1153243769948336
2015-09-28,LH,
2015-09-28,M,-0.5162171612703628
2015-09-28,MA,-1.0390915451425242
2015-09-28,P,-0.9768340205721657
2015-09-28,RB,-2.160304445126122
2015-09-28,RU,-0.6151498503800764
2015-09-28,SC,
2015-09-28,SP,
2015-09-28,SR,0.8598420464438001
2015-09-28,T,
2015-09-28,UR,
2015-09-29,AL,-2.191987556226537
2015-09-29,AP,
2015-09-29,C,-1.6226687880403525
2015-09-29,CF,-0.7769811977960603
2015-09-29,FG,-0.07925254318270566
2015-09-29,JD,-1.1512573185439818
2015-09-29,LH,
2015-09-29,M,-0.44166923304670597
2015-09-29,MA,-1.1201239391686566
2015-09-29,P,-0.9788548736736495
2015-09-29,RB,-2.1108745243730174
2015-09-29,RU,-0.5726757027650805
2015-09-29,SC,
2015-09-29,SP,
2015-09-29,SR,0.9221762515847342
2015-09-29,T,
2015-09-29,UR,
2015-09-30,AL,-2.0368411137108735
2015-09-30,AP,
2015-09-30,C,-1.6226687880403525
2015-09-30,CF,-0.6477115571831596
2015-09-30,FG,-0.06227850320588465
2015-09-30,JD,-1.1563489746372124
2015-09-30,LH,
2015-09-30,M,-0.2336295062488792
2015-09-30,MA,-1.1183904104527413
2015-09-30,P,-0.7822628863930065
2015-09-30,RB,-1.9678577942366162
2015-09-30,RU,-0.45804766296177507
2015-09-30,SC,
2015-09-30,SP,
2015-09-30,SR,1.067754318981684
2015-09-30,T,
2015-09-30,UR,
2015-10-08,AL,-2.235788781320643
2015-10-08,AP,
2015-10-08,C,-1.5620848672285017
2015-10-08,CF,-0.7966139042940081
2015-10-08,FG,-0.16670643147321104
2015-10-08,JD,-1.0960928415608369
2015-10-08,LH,
2015-10-08,M,-0.29858148666994716
2015-10-08,MA,-0.8985852231406909
2015-10-08,P,-0.8254094256932736
2015-10-08,RB,-1.9495346916988412
2015-10-08,RU,-0.3655351643201849
2015-10-08,SC,
2015-10-08,SP,
2015-10-08,SR,1.1153764031633937
2015-10-08,T,
2015-10-08,UR,
2015-10-09,AL,-2.149830553798724
2015-10-09,AP,
2015-10-09,C,-1.5964951338634503
2015-10-09,CF,-0.605267875934162
2015-10-09,FG,-0.1551470256080023
2015-10-09,JD,-1.10144764298147
2015-10-09,LH,
2015-10-09,M,-0.28855565542724215
2015-10-09,MA,-0.8212402009543203
2015-10-09,P,-0.8116650833077704
2015-10-09,RB,-1.8870948019713898
2015-10-09,RU,-0.25226173826700315
2015-10-09,SC,
2015-10-09,SP,
2015-10-09,SR,1.1070710598883036
2015-10-09,T,
2015-10-09,UR,
2015-10-12,AL,-2.1129903609863225
2015-10-12,AP,
2015-10-12,C,-1.6384590582918899
2015-10-12,CF,-0.6591916379549194
2015-10-12,FG,-0.017588269568662645
2015-10-12,JD,-1.2317521640468934
2015-10-12,LH,
2015-10-12,M,-0.22101742704406685
2015-10-12,MA,-0.790209983373812
2015-10-12,P,-0.8456883177249914
2015-10-12,RB,-1.7644938062815632
2015-10-12,RU,-0.20848315692205288
2015-10-12,SC,
2015-10-12,SP,
2015-10-12,SR,0.970848327946771
2015-10-12,T,
2015-10-12,UR,
2015-10-13,AL,-2.180242436989635
2015-10-13,AP,
2015-10-13,C,-1.7409866661438502
2015-10-13,CF,-0.8353362192456549
2015-10-13,FG,-0.005863154787413125
2015-10-13,JD,-1.326422519553111
2015-10-13,LH,
2015-10-13,M,-0.15655535978578533
2015-10-13,MA,-0.8421505390706742
2015-10-13,P,-0.7345829850607275
2015-10-13,RB,-1.8897491577330134
2015-10-13,RU,-0.30246385997695396
2015-10-13,SC,
2015-10-13,SP,
2015-10-13,SR,0.8395175515460587
2015-10-13,T,
2015-10-13,UR,
2015-10-14,AL,-2.215485691002161
2015-10-14,AP,
2015-10-14,C,-1.617457410503472
2015-10-14,CF,-1.1131095776338111
2015-10-14,FG,-0.005863154787413125
2015-10-14,JD,-1.3842053309788067
2015-10-14,LH,
2015-10-14,M,-0.012203879211737031
2015-10-14,MA,-0.8455433432906861
2015-10-14,P,-0.7108383161666185
2015-10-14,RB,-1.784422016926841
2015-10-14,RU,-0.2518385860541571
2015-10-14,SC,
2015-10-14,SP,
2015-10-14,SR,0.6743922095351264
2015-10-14,T,
2015-10-14,UR,
2015-10-15,AL,-2.3078476159476993
2015-10-15,AP,
2015-10-15,C,-1.5886655160805083
2015-10-15,CF,-1.07243374603709
2015-10-15,FG,-0.023465904590202955
2015-10-15,JD,-1.4282209614092287
2015-10-15,LH,
2015-10-15,M,-0.08563186904937593
2015-10-15,MA,-0.8871060636135637
2015-10-15,P,-0.7735725492882287
2015-10-15,RB,-1.7820636209320269
2015-10-15,RU,-0.2756027000021512
2015-10-15,SC,
2015-10-15,SP,
2015-10-15,SR,0.6960752280586755
2015-10-15,T,
2015-10-15,UR,
2015-10-16,AL,-2.3271029792216615
2015-10-16,AP,
2015-10-16,C,-1.5098656045952235
2015-10-16,CF,-1.1930788443905167
2015-10-16,FG,0.09431891825161262
2015-10-16,JD,-1.3845768383874062
2015-10-16,LH,
2015-10-16,M,-0.2008479719762772
2015-10-16,MA,-0.8739379274023616
2015-10-16,P,-0.8088561633681325
2015-10-16,RB,-1.7487779493475213
2015-10-16,RU,-0.40975505874776097
2015-10-16,SC,
2015-10-16,SP,
2015-10-16,SR,0.6684257235862964
2015-10-16,T,
2015-10-16,UR,
2015-10-19,AL,-2.356057568307496
2015-10-19,AP,
2015-10-19,C,-1.5318307359314478
2015-10-19,CF,-1.1546819925447391
2015-10-19,FG,0.07672533434447279
2015-10-19,JD,-1.4573444502971686
2015-10-19,LH,
2015-10-19,M,-0.2866978569537628
2015-10-19,MA,-0.9047994595049801
2015-10-19,P,-0.9174586998391013
2015-10-19,RB,-1.892739085874313
2015-10-19,RU,-0.4772236363957824
2015-10-19,SC,
2015-10-19,SP,
2015-10-19,SR,0.6428553344633405
2015-10-19,T,
2015-10-19,UR,
2015-10-20,AL,-2.313788334059568
2015-10-20,AP,
2015-10-20,C,-1.5407750222433922
2015-10-20,CF,-1.1703200568259873
2015-10-20,FG,0.159825323282864
2015-10-20,JD,-1.4479718474363699
2015-10-20,LH,
2015-10-20,M,-0.2261856614353183
2015-10-20,MA,-0.7682498221711654
2015-10-20,P,-0.9174586998391013
2015-10-20,RB,-1.9683607161834014
2015-10-20,RU,-0.39608709172478235
2015-10-20,SC,
2015-10-20,SP,
2015-10-20,SR,0.7595306395632663
2015-10-20,T,
2015-10-20,UR,
2015-10-21,AL,-2.4982575739890187
2015-10-21,AP,
2015-10-21,C,-1.4914117714943338
2015-10-21,CF,-1.2852088708877896
2015-10-21,FG,0.27062153120528437
2015-10-21,JD,-1.5931811779262408
2015-10-21,LH,
2015-10-21,M,-0.3515311946531886
2015-10-21,MA,-0.7665328234730187
2015-10-21,P,-0.8769170962743489
2015-10-21,RB,-2.2144020286401807
2015-10-21,RU,-0.5616209780469652
2015-10-21,SC,
2015-10-21,SP,
2015-10-21,SR,0.7200795804339589
2015-10-21,T,
2015-10-21,UR,
2015-10-22,AL,-2.558207172731345
2015-10-22,AP,
2015-10-22,C,-1.5057566535153282
2015-10-22,CF,-1.340892748969467
2015-10-22,FG,0.29965978241866725
2015-10-22,JD,-1.6102907611831325
2015-10-22,LH,
2015-10-22,M,-0.4433329296030473
2015-10-22,MA,-0.8115233028262245
2015-10-22,P,-0.8390520270730323
2015-10-22,RB,-2.1794587024743195
2015-10-22,RU,-0.5432563424331016
2015-10-22,SC,
2015-10-22,SP,
2015-10-22,SR,0.6895179066458091
2015-10-22,T,
2015-10-22,UR,
2015-10-23,AL,-2.6149294971927413
2015-10-23,AP,
2015-10-23,C,-1.5759376073576699
2015-10-23,CF,-1.2578404825039768
2015-10-23,FG,0.34659087635354086
2015-10-23,JD,-1.6090106492979732
2015-10-23,LH,
2015-10-23,M,-0.5216488315874013
2015-10-23,MA,-0.8423904258604042
2015-10-23,P,-0.8923899604695193
2015-10-23,RB,-2.201197046497518
2015-10-23,RU,-0.5093381437349513
2015-10-23,SC,
2015-10-23,SP,
2015-10-23,SR,0.5769309597471062
2015-10-23,T,
2015-10-23,UR,
2015-10-26,AL,-2.6286578774266935
2015-10-26,AP,
2015-10-26,C,-1.5071079668749467
2015-10-26,CF,-1.3727237597913549
2015-10-26,FG,0.34659087635354086
2015-10-26,JD,-1.63608631754398
2015-10-26,LH,
2015-10-26,M,-0.5340745546786196
2015-10-26,MA,-0.8615626975689845
2015-10-26,P,-0.9374540700942863
2015-10-26,RB,-2.203613235111931
2015-10-26,RU,-0.5580231193249855
2015-10-26,SC,
2015-10-26,SP,
2015-10-26,SR,0.563436312324672
2015-10-26,T,
2015-10-26,UR,
2015-10-27,AL,-2.539488158589009
2015-10-27,AP,
2015-10-27,C,-1.4204894206635927
2015-10-27,CF,-1.341446933388792
2015-10-27,FG,0.4342073596302798
2015-10-27,JD,-1.5484775489685962
2015-10-27,LH,
2015-10-27,M,-0.5569793713246295
2015-10-27,MA,-0.8477133041607751
2015-10-27,P,-0.9374540700942863
2015-10-27,RB,-2.1751382150897243
2015-10-27,RU,-0.67061396640696
2015-10-27,SC,
2015-10-27,SP,
2015-10-27,SR,0.6512495616642794
2015-10-27,T,
2015-10-27,UR,
2015-10-28,AL,-2.8577761069930148
2015-10-28,AP,
2015-10-28,C,-1.5006385776559772
2015-10-28,CF,-1.5313126144483518
2015-10-28,FG,0.3987320180882227
2015-10-28,JD,-1.6959649363547171
2015-10-28,LH,
2015-10-28,M,-0.5324128144965062
2015-10-28,MA,-0.813215744385035
2015-10-28,P,-0.9162067731036678
2015-10-28,RB,-2.212909931873755
2015-10-28,RU,-0.680511177460552
2015-10-28,SC,
2015-10-28,SP,
2015-10-28,SR,0.6155743033525615
2015-10-28,T,
2015-10-28,UR,
2015-10-29,AL,-2.77571343041822
2015-10-29,AP,
2015-10-29,C,-1.4511831160623179
2015-10-29,CF,-1.4865623686337268
2015-10-29,FG,0.34641231682614687
2015-10-29,JD,-1.698619259832218
2015-10-29,LH,
2015-10-29,M,-0.5760861850052996
2015-10-29,MA,-0.829238299297271
2015-10-29,P,-0.8920003084388398
2015-10-29,RB,-2.166420766889114
2015-10-29,RU,-0.6691428550723864
2015-10-29,SC,
2015-10-29,SP,
2015-10-29,SR,0.5515826464515183
2015-10-29,T,
2015-10-29,UR,
2015-10-30,AL,-2.77571343041822
2015-10-30,AP,
2015-10-30,C,-1.5152551538558583
2015-10-30,CF,-1.4250360336951424
2015-10-30,FG,0.42763935632838496
2015-10-30,JD,-1.6999272526549114
2015-10-30,LH,
2015-10-30,M,-0.6692215237527686
2015-10-30,MA,-0.8658769399692208
2015-10-30,P,-0.9451949772092676
2015-10-30,RB,-2.090977873086018
2015-10-30,RU,-0.7180151665242411
2015-10-30,SC,
2015-10-30,SP,
2015-10-30,SR,0.4607370138766319
2015-10-30,T,
2015-10-30,UR,
2015-11-02,AL,-2.840049861024677
2015-11-02,AP,
2015-11-02,C,-1.5152551538558583
2015-11-02,CF,-1.3229379549304006
2015-11-02,FG,0.35120890410674305
2015-11-02,JD,-1.7320863385800156
2015-11-02,LH,
2015-11-02,M,-0.658911027268806
2015-11-02,MA,-0.8695391251602986
2015-11-02,P,-0.9406053026051551
2015-11-02,RB,-2.0460043414177767
2015-11-02,RU,-0.7973991196245847
2015-11-02,SC,
2015-11-02,SP,
2015-11-02,SR,0.3936881040915237
2015-11-02,T,
2015-11-02,UR,
2015-11-03,AL,-2.7926550570401645
2015-11-03,AP,
2015-11-03,C,-1.448633421935545
2015-11-03,CF,-1.4097438490395353
2015-11-03,FG,0.362773369318556
2015-11-03,JD,-1.6293274157437168
2015-11-03,LH,
2015-11-03,M,-0.8720265397342366
2015-11-03,MA,-0.8507783355132733
2015-11-03,P,-1.0503232767784376
2015-11-03,RB,-2.1184631535263416
2015-11-03,RU,-0.9139360395160154
2015-11-03,SC,
2015-11-03,SP,
2015-11-03,SR,0.41921300367599684
2015-11-03,T,
2015-11-03,UR,
2015-11-04,AL,-2.6511462646891353
2015-11-04,AP,
2015-11-04,C,-1.4578101016938507
2015-11-04,CF,-1.2422642458122206
2015-11-04,FG,0.43285863757456516
2015-11-04,JD,-1.4956349535053552
2015-11-04,LH,
2015-11-04,M,-0.8348059983396083
2015-11-04,MA,-0.7212780871665604
2015-11-04,P,-0.9594122947577077
2015-11-04,RB,-2.0966921674691292
2015-11-04,RU,-0.8080438095432037
2015-11-04,SC,
2015-11-04,SP,
2015-11-04,SR,0.5377467793688552
2015-11-04,T,
2015-11-04,UR,
2015-11-05,AL,-2.6125605390479096
2015-11-05,AP,
2015-11-05,C,-1.4775569067428889
2015-11-05,CF,-1.312922199688932
2015-11-05,FG,0.34358077641166446
2015-11-05,JD,-1.4902569316429526
2015-11-05,LH,
2015-11-05,M,-0.9717528090620255
2015-11-05,MA,-0.7577016122280841
2015-11-05,P,-0.9988285762531647
2015-11-05,RB,-2.1038765981729317
2015-11-05,RU,-0.8924465947664861
2015-11-05,SC,
2015-11-05,SP,
2015-11-05,SR,0.5502771629147699
2015-11-05,T,
2015-11-05,UR,
2015-11-06,AL,-2.638493130721609
2015-11-06,AP,
2015-11-06,C,-1.4248464295870715
2015-11-06,CF,-1.4395930263203072
2015-11-06,FG,0.3031237251266444
2015-11-06,JD,-1.5608697603504291
2015-11-06,LH,
2015-11-06,M,-1.0977354492858633
2015-11-06,MA,-0.7095723127741387
2015-11-06,P,-1.271295912649943
2015-11-06,RB,-2.168024362501878
2015-11-06,RU,-0.9716378848948969
2015-11-06,SC,
2015-11-06,SP,
2015-11-06,SR,0.4526038470458325
2015-11-06,T,
2015-11-06,UR,
2015-11-09,AL,-2.6460085533239366
2015-11-09,AP,
2015-11-09,C,-1.1926564331660678
2015-11-09,CF,-1.3607322204998995
2015-11-09,FG,0.2797989394403511
2015-11-09,JD,-1.5634754685410035
2015-11-09,LH,
2015-11-09,M,-1.1253501361104974
2015-11-09,MA,-0.7113072102570153
2015-11-09,P,-1.3488527855410237
2015-11-09,RB,-2.142921211046792
2015-11-09,RU,-0.9385626314098433
2015-11-09,SC,
2015-11-09,SP,
2015-11-09,SR,0.43610826326523944
2015-11-09,T,
2015-11-09,UR,
2015-11-10,AL,-2.9135875043920487
2015-11-10,AP,
2015-11-10,C,-1.3057243239604537
2015-11-10,CF,-1.267958852357127
2015-11-10,FG,0.2566845443069819
2015-11-10,JD,-1.6624022157835954
2015-11-10,LH,
2015-11-10,M,-1.176587502643749
2015-11-10,MA,-0.7130572930964633
2015-11-10,P,-1.3991078604901925
2015-11-10,RB,-2.1049049099806267
2015-11-10,RU,-0.8642793062291636
2015-11-10,SC,
2015-11-10,SP,
2015-11-10,SR,0.3175383038443921
2015-11-10,T,
2015-11-10,UR,
2015-11-11,AL,-3.0302282309631274
2015-11-11,AP,
2015-11-11,C,-1.3558349230442792
2015-11-11,CF,-1.1847342040260862
2015-11-11,FG,0.21576329312233533
2015-11-11,JD,-1.3794449467471062
2015-11-11,LH,
2015-11-11,M,-1.0479961854314872
2015-11-11,MA,-0.6482916193333697
2015-11-11,P,-1.4808901016281646
2015-11-11,RB,-2.098367880642458
2015-11-11,RU,-0.8394869422724175
2015-11-11,SC,
2015-11-11,SP,
2015-11-11,SR,0.41092725986417683
2015-11-11,T,
2015-11-11,UR,
2015-11-12,AL,-3.0852605226583787
2015-11-12,AP,
2015-11-12,C,-1.2156077661493467
2015-11-12,CF,-1.207482257476213
2015-11-12,FG,0.39936165649945865
2015-11-12,JD,-1.3008600919379645
2015-11-12,LH,
2015-11-12,M,-0.9431451992817451
2015-11-12,MA,-0.6447146158912945
2015-11-12,P,-1.3981942097290503
2015-11-12,RB,-2.167368274720364
2015-11-12,RU,-0.7290217013288278
2015-11-12,SC,
2015-11-12,SP,
2015-11-12,SR,0.48650708150444716
2015-11-12,T,
2015-11-12,UR,
2015-11-13,AL,-2.907884714744164
2015-11-13,AP,
2015-11-13,C,-1.2333957289947604
2015-11-13,CF,-1.0578279438415363
2015-11-13,FG,0.45260896441362103
2015-11-13,JD,-1.2967424418409894
2015-11-13,LH,
2015-11-13,M,-0.9173953643386987
2015-11-13,MA,-0.5873941518355045
2015-11-13,P,-1.2568252145077723
2015-11-13,RB,-2.0841100903036
2015-11-13,RU,-0.541752638592837
2015-11-13,SC,
2015-11-13,SP,
2015-11-13,SR,0.5953012771900186
2015-11-13,T,
2015-11-13,UR,
2015-11-16,AL,-2.9961358369840956
2015-11-16,AP,
2015-11-16,C,-1.298436346261688
2015-11-16,CF,-1.1325272747230335
2015-11-16,FG,0.3935188405980903
2015-11-16,JD,-1.4023092473146035
2015-11-16,LH,
2015-11-16,M,-1.084657200877429
2015-11-16,MA,-0.5959657874839868
2015-11-16,P,-1.3561640504867092
2015-11-16,RB,-2.1315275926437502
2015-11-16,RU,-0.6490661614002929
2015-11-16,SC,
2015-11-16,SP,
2015-11-16,SR,0.5609870180392146
2015-11-16,T,
2015-11-16,UR,
2015-11-17,AL,-3.003162638488236
2015-11-17,AP,
2015-11-17,C,-1.237386994618919
2015-11-17,CF,-1.026584228230348
2015-11-17,FG,0.31170514798897736
2015-11-17,JD,-1.4593042283826376
2015-11-17,LH,
2015-11-17,M,-1.1895627259116817
2015-11-17,MA,-0.5414780859347429
2015-11-17,P,-1.372911242634966
2015-11-17,RB,-2.1591597231463995
2015-11-17,RU,-0.742113153519666
2015-11-17,SC,
2015-11-17,SP,
2015-11-17,SR,0.40109076838845276
2015-11-17,T,
2015-11-17,UR,
2015-11-18,AL,-2.977229473369562
2015-11-18,AP,
2015-11-18,C,-1.2642676097837258
2015-11-18,CF,-1.071027012111034
2015-11-18,FG,0.20646158887458815
2015-11-18,JD,-1.5135487487558212
2015-11-18,LH,
2015-11-18,M,-1.198524393661859
2015-11-18,MA,-0.6856873134700521
2015-11-18,P,-1.4303635198479252
2015-11-18,RB,-2.2513948038152454
2015-11-18,RU,-0.7767300445142034
2015-11-18,SC,
2015-11-18,SP,
2015-11-18,SR,0.32534488144056906
2015-11-18,T,
2015-11-18,UR,
2015-11-19,AL,-3.065507833995756
2015-11-19,AP,
2015-11-19,C,-1.3191081145380337
2015-11-19,CF,-1.1246617491923547
2015-11-19,FG,0.12939083174053106
2015-11-19,JD,-1.4371380722846532
2015-11-19,LH,
2015-11-19,M,-1.161680910482612
2015-11-19,MA,-0.6979478404484196
2015-11-19,P,-1.4603345467676028
2015-11-19,RB,-2.3092448437623982
2015-11-19,RU,-0.8159326287011107
2015-11-19,SC,
2015-11-19,SP,
2015-11-19,SR,0.31211747957635705
2015-11-19,T,
2015-11-19,UR,
2015-11-20,AL,-2.9850452930387252
2015-11-20,AP,
2015-11-20,C,-1.4039375285485447
2015-11-20,CF,-1.1213433783916547
2015-11-20,FG,0.09421787670586289
2015-11-20,JD,-1.3025926198715696
2015-11-20,LH,
2015-11-20,M,-1.3806979803779476
2015-11-20,MA,-0.8476586893807645
2015-11-20,P,-1.5507542202071771
2015-11-20,RB,-2.338147283317364
2015-11-20,RU,-0.9126155870048999
2015-11-20,SC,
2015-11-20,SP,
2015-11-20,SR,0.23214352376325822
2015-11-20,T,
2015-11-20,UR,
2015-11-23,AL,-3.0631648142391197
2015-11-23,AP,
2015-11-23,C,-1.3579157345275075
2015-11-23,CF,-1.1183977109888255
2015-11-23,FG,0.1826033391889411
2015-11-23,JD,-1.3711945835357973
2015-11-23,LH,
2015-11-23,M,-1.4911257864635388
2015-11-23,MA,-0.9456839705477977
2015-11-23,P,-1.5000949504689567
2015-11-23,RB,-2.3421248203064216
2015-11-23,RU,-0.9053153024126093
2015-11-23,SC,
2015-11-23,SP,
2015-11-23,SR,0.4396988299877525
2015-11-23,T,
2015-11-23,UR,
2015-11-24,AL,-3.0602554921258873
2015-11-24,AP,
2015-11-24,C,-1.3945066513017859
2015-11-24,CF,-0.9664512692273198
2015-11-24,FG,0.2800644683141568
2015-11-24,JD,-1.3250210936940114
2015-11-24,LH,
2015-11-24,M,-1.2311223531213895
2015-11-24,MA,-0.8059509656000091
2015-11-24,P,-1.3094171922932258
2015-11-24,RB,-2.331953535320281
2015-11-24,RU,-0.8269112150140911
2015-11-24,SC,
2015-11-24,SP,
2015-11-24,SR,0.5107533886053978
2015-11-24,T,
2015-11-24,UR,
2015-11-25,AL,-3.0514416275899956
2015-11-25,AP,
2015-11-25,C,-1.344358398438943
2015-11-25,CF,-0.8502672567077763
2015-11-25,FG,0.4608202896593743
2015-11-25,JD,-1.5466828394671561
2015-11-25,LH,
2015-11-25,M,-1.184303707422196
2015-11-25,MA,-0.7580611460611065
2015-11-25,P,-1.3364901903354756
2015-11-25,RB,-2.2853450375651057
2015-11-25,RU,-0.7626527433087584
2015-11-25,SC,
2015-11-25,SP,
2015-11-25,SR,0.5140585324631728
2015-11-25,T,
2015-11-25,UR,
2015-11-26,AL,-2.7104196672211875
2015-11-26,AP,
2015-11-26,C,-1.339884029225646
2015-11-26,CF,-0.9598315775964193
2015-11-26,FG,0.4004181826656338
2015-11-26,JD,-1.5669625785310848
2015-11-26,LH,
2015-11-26,M,-1.068782206193683
2015-11-26,MA,-0.7510830647497453
2015-11-26,P,-1.241501353820735
2015-11-26,RB,-2.130913744141577
2015-11-26,RU,-0.583063793741612
2015-11-26,SC,
2015-11-26,SP,
2015-11-26,SR,0.5440253149451505
2015-11-26,T,
2015-11-26,UR,
2015-11-27,AL,-2.502870558983444
2015-11-27,AP,
2015-11-27,C,-1.2038246027085093
2015-11-27,CF,-0.9959297854734219
2015-11-27,FG,0.4117560933386419
2015-11-27,JD,-1.571013825136753
2015-11-27,LH,
2015-11-27,M,-0.9616829401155355
2015-11-27,MA,-0.8025761970965833
2015-11-27,P,-1.145476110396866
2015-11-27,RB,-2.196905158745782
2015-11-27,RU,-0.6661628386756816
2015-11-27,SC,
2015-11-27,SP,
2015-11-27,SR,0.6136807750440159
2015-11-27,T,
2015-11-27,UR,
2015-11-30,AL,-2.6702203881189974
2015-11-30,AP,
2015-11-30,C,-1.2123391416150886
2015-11-30,CF,-0.8709809437876362
2015-11-30,FG,0.4117560933386419
2015-11-30,JD,-1.4705619816551503
2015-11-30,LH,
2015-11-30,M,-1.0125146452350768
2015-11-30,MA,-1.0107735702056095
2015-11-30,P,-1.1328878203315873
2015-11-30,RB,-2.2484428944027077
2015-11-30,RU,-0.7411383749088171
2015-11-30,SC,
2015-11-30,SP,
2015-11-30,SR,0.5607291807299527
2015-11-30,T,
2015-11-30,UR,
2015-12-01,AL,-2.674039850259417
2015-12-01,AP,
2015-12-01,C,-1.2381494314953094
2015-12-01,CF,-0.838717174340913
2015-12-01,FG,0.44720869229302374
2015-12-01,JD,-1.5069551769874627
2015-12-01,LH,
2015-12-01,M,-1.0012276139504126
2015-12-01,MA,-0.9616802936031134
2015-12-01,P,-1.109604734840416
2015-12-01,RB,-2.2536207013058367
2015-12-01,RU,-0.5590022300767743
2015-12-01,SC,
2015-12-01,SP,
2015-12-01,SR,0.5939753835979151
2015-12-01,T,
2015-12-01,UR,
2015-12-02,AL,-2.6291862530842014
2015-12-02,AP,
2015-12-02,C,-1.1769836455199174
2015-12-02,CF,-0.7022617758965992
2015-12-02,FG,0.5853517588077488
2015-12-02,JD,-1.3178726632210467
2015-12-02,LH,
2015-12-02,M,-0.9262824605588452
2015-12-02,MA,-0.982239162931892
2015-12-02,P,-1.0799911809465905
2015-12-02,RB,-2.158335901691221
2015-12-02,RU,-0.5073414186286125
2015-12-02,SC,
2015-12-02,SP,
2015-12-02,SR,0.6994179619726772
2015-12-02,T,
2015-12-02,UR,
2015-12-03,AL,-2.639455187213713
2015-12-03,AP,
2015-12-03,C,-1.181517369810398
2015-12-03,CF,-1.0791983324265588
2015-12-03,FG,0.5002103358801907
2015-12-03,JD,-1.3986523369722665
2015-12-03,LH,
2015-12-03,M,-1.0561752746095014
2015-12-03,MA,-1.019893619012103
2015-12-03,P,-1.1243932087346513
2015-12-03,RB,-2.247252718172769
2015-12-03,RU,-0.5892891956641897
2015-12-03,SC,
2015-12-03,SP,
2015-12-03,SR,0.6073000155439228
2015-12-03,T,
2015-12-03,UR,
2015-12-04,AL,-2.549714698965285
2015-12-04,AP,
2015-12-04,C,-1.1985409178601303
2015-12-04,CF,-0.9384256273806664
2015-12-04,FG,0.44081163078580476
2015-12-04,JD,-1.3522013829657282
2015-12-04,LH,
2015-12-04,M,-1.0282975557682001
2015-12-04,MA,-1.009518848803628
2015-12-04,P,-1.0883543144870484
2015-12-04,RB,-2.2037624926659607
2015-12-04,RU,-0.5341300493771695
2015-12-04,SC,
2015-12-04,SP,
2015-12-04,SR,0.5765089197168709
2015-12-04,T,
2015-12-04,UR,
2015-12-07,AL,-2.532389597826075
